bootstrap_index,mean_setting_tv_vs_ideal,raw_energy_hartree,projected_energy_hartree,raw_energy_error_millihartree,projected_energy_error_millihartree,raw_gamma_frobenius_error,projected_gamma_frobenius_error,raw_idempotency_frobenius,one_spin_slater_fidelity,full_rhf_determinant_fidelity
82,0.024719255999478808,-1.9285852042009146,-1.9451611228636903,18.15642225539449,1.5805035926188538,0.048730778098255184,0.04730835351685078,0.0131747985658225,0.998880994522767,0.9977632412187921
83,0.026020376889536186,-1.937512995102564,-1.9447113544345933,9.228631353745076,2.0302720217157955,0.05086518859517118,0.04872959174696529,0.015427275464254793,0.9988127627140325,0.9976269349604382
84,0.02556571091521618,-1.9473294920874282,-1.9456999076876305,-0.5878656311191222,1.0417187686786455,0.04444126080755016,0.03916754152922484,0.02145578418515619,0.9992329781273005,0.9984665445771542
85,0.03334448799066428,-1.9218473257131767,-1.9444572798624977,24.89430074313237,2.2843465938113816,0.06648675058947394,0.05946321542517116,0.030617538915628125,0.9982323314713382,0.9964677875947036
86,0.02640743516440657,-1.9406601371709236,-1.9443679919686534,6.081489285385544,2.373634487655707,0.0561837936340553,0.051768422142620854,0.022467436124311096,0.998660360004803,0.9973225146449226
87,0.019241978868094103,-1.9615841580963298,-1.9456535924583027,-14.842531640020695,1.088033998006388,0.04721796512117976,0.04405586086908159,0.01643492611026886,0.9990296067757513,0.9980601552145122
88,0.024709287577696366,-1.9439769535103089,-1.9460231171327986,2.764672946000246,0.7185093235104745,0.03709594707513726,0.031602312732334714,0.01939364983699559,0.9995006965565112,0.9990016424169511
89,0.030847360131747423,-1.9163902862564932,-1.9444104937859132,30.35134019981589,2.3311326703958635,0.06372840451779213,0.06085079890944972,0.02094981696817416,0.9981489764447731,0.9963013791777482
90,0.02632406488118777,-1.9368640516524647,-1.9449168995038704,9.877574803844436,1.8247269524387377,0.04982889392190147,0.04569271880234046,0.020337527633662898,0.9989561875201529,0.9979134645847989
91,0.02579853900085754,-1.9580887910043272,-1.9452325123869436,-11.347164548018096,1.5091140693654914,0.06029492566728984,0.05315604756914152,0.028063199234050346,0.9985872252228019,0.9971764463781748
92,0.024309343509409234,-1.9359806354994251,-1.944188398134427,10.760990956883987,2.553228321882095,0.05875705965609679,0.05365018171875128,0.02456761246031042,0.9985610017983831,0.9971240743125905
93,0.020951307567443712,-1.960717329282306,-1.9451224348785405,-13.975702825996805,1.619191577768575,0.059055760880122404,0.052207387418680175,0.026392908498306913,0.9986371969766736,0.9972762511854276
94,0.033159800778622364,-1.9016024390807649,-1.944607929482238,45.13918737554423,2.1336969740710643,0.06126280249860766,0.05435357785789715,0.02970467603341256,0.9985228534249898,0.9970478888119837
95,0.032104342251077854,-1.9289557948096723,-1.9412770261514891,17.78583164663683,5.464600304819989,0.08285959319198483,0.0816194312549766,0.015538803726477738,0.9966693370759565,0.9933497674674266
96,0.028534568787424476,-1.910764439875759,-1.9402085438660925,35.97718658055005,6.533082590216566,0.09025280151419532,0.08653248808467351,0.027340996123038364,0.9962562838351569,0.9925265830810366
97,0.02821755396700415,-1.9120334595749522,-1.9460567985613701,34.70816688135692,0.6848278949389552,0.042602124396526664,0.03565098588002688,0.0235201712366215,0.9993645037270951,0.998729411309703
98,0.02946925599947131,-1.9554994836675605,-1.9454692227901644,-8.75785721125144,1.2724036661446725,0.04120757326252346,0.04034275307840962,0.007807874118477981,0.9991863278292102,0.998373317720822
99,0.024587986788291154,-1.9506981124362348,-1.9453209309547341,-3.9564859799257057,1.4206955015749756,0.0450704861205371,0.04475573176879996,0.005148981452675805,0.9989984682954179,0.9979979396565911
100,0.03025985935868391,-1.9104725322353546,-1.9435750265730467,36.26909422095448,3.1665998832624,0.07231138252418753,0.06483177696205952,0.0333327715919334,0.9978985018396767,0.9958014199738712
101,0.02427424789638706,-1.9159927140644937,-1.9447422565103099,30.74891239181543,1.999369945999252,0.06248356033297827,0.05977770443281288,0.019827874224182467,0.9982140725795081,0.9964313346957675
102,0.021587636967368394,-1.9485465599820395,-1.9460619225423674,-1.8049335257304122,0.6797039139416761,0.029150913842362503,0.027366243049264605,0.010131378583391304,0.999625573038106,0.9992512862717617
103,0.02993667377226235,-1.9349454855907078,-1.9439117990766757,11.796140865601323,2.8298273796334428,0.06043593539418833,0.06024838120192619,0.007462061377394236,0.9981850893442977,0.9963734725892837
104,0.015582569032061,-1.956372193996178,-1.9453534560653474,-9.630567539868906,1.3881703909617293,0.04434487367708588,0.04111586972152099,0.01604046614035888,0.9991547553308331,0.9983102251002169
105,0.0269676630302216,-1.9657414351375257,-1.9450021978286316,-18.999808681216646,1.7394286276775084,0.05753516876428584,0.04935930733589747,0.02892483179294214,0.9987819051158993,0.9975652939869452
106,0.02367228523452676,-1.9297034611928743,-1.9451324721401277,17.038165263434824,1.6091543161813604,0.05082403434432544,0.05005938253971966,0.010096686201422627,0.9987470291146677,0.997495628165375
107,0.02983451956883078,-1.9306380574581048,-1.9436533024279734,16.10356899820431,3.0883240283356983,0.06379369956020722,0.060149147515736,0.02302209795500839,0.9981911606178278,0.996385593135566
108,0.027455266150907723,-1.9298154041919193,-1.9464073979175092,16.92622226438978,0.3342285387999411,0.025892417409302596,0.023104507385153007,0.011846876972434472,0.999733093592849,0.9994662584247282
109,0.032721621613681195,-1.93849251222736,-1.942529855747792,8.24911422894914,4.211770708517193,0.07749919540521048,0.07501480265017021,0.019711981407255885,0.9971880421048716,0.9943839913169471
110,0.022515760133785204,-1.9113634394896726,-1.9452645382220342,35.37818696663653,1.477088234274948,0.0560322251373073,0.05150212460424167,0.023153185531369056,0.9986741777828215,0.9973501133701946
111,0.0210071159158619,-1.9214846843729532,-1.9461610337303419,25.256942083355938,0.5805927259672217,0.03450729620469227,0.028222067937615475,0.02002118045970316,0.9996017590117262,0.9992036766193372
112,0.030102841956681375,-1.9317572301970551,-1.9455874208787394,14.984396259253963,1.1542055775697335,0.047239249915655035,0.04366271740037327,0.019060312851577332,0.9990468023940178,0.9980945133737116
113,0.028846807384942195,-1.9385313422073132,-1.941797171445698,8.210284248995947,4.944455010611026,0.07963423448206768,0.07938764564878409,0.00660609129894524,0.9968489746641401,0.9937078782889475
114,0.02887313126953172,-1.9522344056200625,-1.9456185271546944,-5.492779163753347,1.123099301614694,0.04247285226546032,0.03765745359564457,0.01939607466086887,0.9992910157565933,0.998582534171844
115,0.022869063622858954,-1.9744192183378384,-1.9460193651442166,-27.677591881529295,0.7222613120925203,0.03539334820437007,0.028709253257780832,0.020596151078538943,0.9995878919693557,0.9991759537717404
116,0.026424189316339993,-1.9041072453768646,-1.9449441621736565,42.63438107944451,1.7974642826525944,0.0606722420922817,0.05144808246738352,0.03317190535679252,0.9986765491813541,0.9973548498847775
117,0.01994047892401194,-1.942945285707294,-1.9464878888404413,3.796340749015137,0.2537376158677773,0.02336427532843086,0.01856961820533321,0.014279224138586843,0.9998275857282124,0.9996552011831059
118,0.03160284195666518,-1.9400002824650813,-1.944099494079546,6.741343991227833,2.64213237676314,0.0673990601216395,0.06311060577251461,0.02432241141416703,0.9980087469632171,0.9960214590150906
119,0.02434645491569886,-1.9391992291842477,-1.9457346518067629,7.542397272061407,1.006974649546244,0.04125508828850294,0.03370469031963086,0.024015052743019284,0.9994320527690136,0.9988644281020843
120,0.018154651787793973,-1.9420720129434363,-1.9457449974238885,4.669613512872761,0.9966290324205929,0.0416929791358571,0.036021680678888564,0.021370425691829318,0.9993512402383247,0.9987029013658777
121,0.02885520757088696,-1.9071167988734687,-1.946138950317872,39.62482758284036,0.6026761384370083,0.037348271270887516,0.02715446948779595,0.02570656740990514,0.9996313294623913,0.9992627948427479
122,0.022547787216560276,-1.9375302508278007,-1.9457634755742148,9.211375628508378,0.9781508820942975,0.03931017658406832,0.03459248843388714,0.01853651858494471,0.9994016817205013,0.9988037214257661
123,0.029671823702139586,-1.9201213579621192,-1.9434567515238153,26.620268494189858,3.284874932493853,0.07819080849786507,0.07473053358255814,0.026278182818642505,0.9972079456231289,0.9944236868139011
124,0.025666654450219397,-1.9282123097817754,-1.9463910696598294,18.529316674533725,0.35055679647966187,0.028289070421499377,0.023533545553412038,0.015855936971683433,0.9997230861743036,0.9994462490298741
125,0.023324463570380878,-1.9157654392324697,-1.9452622251324312,30.976187223839435,1.4794013238779158,0.056484017068717834,0.04952687664704531,0.027764853758844108,0.9987737977297275,0.9975490990314626
126,0.02483648649390065,-1.9446575611816528,-1.9457993752150304,2.0840652746563215,0.9422512412786688,0.03668548349329162,0.035183358110910674,0.010873430645385103,0.9993810657325678,0.998762514544763
127,0.02584877431000406,-1.93097010553299,-1.9436568894335593,15.771520923319127,3.084737022749806,0.060987128824466524,0.05931069637934758,0.015634461967077688,0.9982416315674846,0.9964863549945137
128,0.0277299755796892,-1.9219070791158426,-1.9447732639798685,24.83454734046653,1.9683624764406105,0.0583435987081403,0.054167992097884865,0.02224851397846607,0.9985334071733226,0.9970689652411645
129,0.03522162161366555,-1.934493410061189,-1.9464674404322333,12.248216395120082,0.2741860240758065,0.02662393331348086,0.021346681925007466,0.01593355849300456,0.9997721610226581,0.9995443739559158
130,0.031090420343950174,-1.9444125178092386,-1.9451485887747608,2.329108647070477,1.5930376815482816,0.04981417475773723,0.04555020997690511,0.020653584997525256,0.9989626377687243,0.9979263516578475
